time,attention
0.0,0.0076866667
10.0,0.0060616755
20.0,0.004663355
30.0,0.0045254473
40.0,0.0045190025
50.0,0.004520172
60.0,0.0045168637
70.0,0.0045163548
80.0,0.0044920817
90.0,0.0045977817
100.0,0.0049417163
110.0,0.0052167755
120.0,0.0056971144
130.0,0.006087694
140.0,0.006200139
150.0,0.006276021
160.0,0.006348981
170.0,0.006419929
180.0,0.0064883498
190.0,0.0065550767
200.0,0.0066200686
210.0,0.0066841464
220.0,0.0067477715
230.0,0.006811058
240.0,0.006874044
250.0,0.006936519
260.0,0.006998569
270.0,0.007060318
280.0,0.0071215713
290.0,0.0071823127
300.0,0.0072425203
310.0,0.0073022344
320.0,0.007361453
330.0,0.007420049
340.0,0.0074780798
350.0,0.007535468
360.0,0.0075916853
370.0,0.0076461257
380.0,0.007698377
390.0,0.007748344
400.0,0.0077968026
410.0,0.007843911
420.0,0.007890966
430.0,0.0079401545
440.0,0.007992061
450.0,0.008045983
460.0,0.008101196
470.0,0.008157602
480.0,0.0082138935
490.0,0.008269463
500.0,0.008324276
510.0,0.008378385
520.0,0.00843176
530.0,0.008484421
540.0,0.008536364
550.0,0.008587571
560.0,0.008638069
570.0,0.008687843
580.0,0.008736876
590.0,0.008785195
600.0,0.00883282
610.0,0.008879725
620.0,0.00892592
630.0,0.008971057
640.0,0.009014631
650.0,0.009056172
660.0,0.009095614
670.0,0.009133643
680.0,0.009170367
690.0,0.009206332
700.0,0.0092418175
710.0,0.009276836
720.0,0.009311396
730.0,0.009345482
740.0,0.0093790945
750.0,0.009412263
760.0,0.0094449865
770.0,0.00947725
780.0,0.009509066
790.0,0.009540465
800.0,0.009571437
810.0,0.009601943
820.0,0.0096316775
830.0,0.009660283
840.0,0.0096873725
850.0,0.009712999
860.0,0.009737622
870.0,0.00976144
880.0,0.009784842
890.0,0.009807991
900.0,0.009830873
910.0,0.0098536555
920.0,0.009926108
930.0,0.010126583
940.0,0.009523822
940.0,0.008892551
940.0,0.007949174
940.0,0.0075634443
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498207
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498206
940.0,0.007498207
940.0,0.007468521
